condition,ORF,batch,timepoint,zfact,zgrade,file.name
GGC1,YDL198C,11,t48,-0.128974518,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
HIS1,YER055C,11,t48,0.760086575,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
HIS2,YFR025C,11,t48,0.757818365,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
HIS4,YCL030C,11,t48,0.805436852,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
HIS6,YIL020C,11,t48,0.733484292,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
HMF1,YER057C,11,t48,0.857233422,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
ILV1,YER086W,11,t48,0.737633767,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
IRC10,YOL015W,11,t48,0.742333629,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
ISA1,YLL027W,11,t48,0.818439192,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
LYS1,YIR034C,11,t48,0.301592667,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
LYS2,ORF-ts1,11,t48,-0.057383679,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
LYS4,YDR234W,11,t48,0.774165485,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
LYS5,YGL154C,11,t48,0.831026255,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
LYS9,YNR050C,11,t48,0.748561768,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET1,YKR069W,11,t48,0.685084534,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET10,YFR030W,11,t48,-0.039219801,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET13,YGL125W,11,t48,0.832739616,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET14,YKL001C,11,t48,0.680848172,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET18,YIL128W,11,t48,-2.315497605,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET28,YIR017C,11,t48,-3.019396837,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET3,YJR010W,11,t48,-0.607045272,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MET7,YOR241W,11,t48,0.840447662,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
MHF2,YDL160C-A,11,t48,-0.18726826,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
OPI3,YJR073C,11,t48,-1.461423668,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
"ORF , Dubious (2)",YDR008C,11,t48,0.524816842,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
"ORF , Uncharacterized (1)",YBR209W,11,t48,0.407683622,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
"ORF , Uncharacterized (2)",YHL005C,11,t48,0.759673519,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
ORT1,YOR130C,11,t48,-0.575040247,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
PEX35,YGR168C,11,t48,0.46891722,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
POS5,YPL188W,11,t48,0.369871945,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
RPL27A,YHR010W,11,t48,0.393450382,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
RPL31A,YDL075W,11,t48,-2.407226093,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
RPS24B,YIL069C,11,t48,0.774774137,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
RSC2,YLR357W,11,t48,0.808104428,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
SWI3,YJL176C,11,t48,0.181370034,marginal,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
TRP3,YKL211C,11,t48,0.800735563,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
TRP4,YDR354W,11,t48,0.741221879,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
TRP5,YGL026C,11,t48,0.768983724,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
URA1,YKL216W,11,t48,0.786059768,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
URA4,YLR420W,11,t48,-0.107624019,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA1,YDL185W,11,t48,-0.716477464,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA16,YHR026W,11,t48,-0.143324359,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA2,YBR127C,11,t48,-0.157129054,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA5,YKL080W,11,t48,-0.445678874,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA6,YLR447C,11,t48,-0.466754994,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA7,YGR020C,11,t48,-1.934024836,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA8,YEL051W,11,t48,-0.563359267,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VMA9,YCL005W-A,11,t48,-0.820338755,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VPH2,YKL119C,11,t48,-0.677984102,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
VPS65,YLR322W,11,t48,0.692578759,excellent,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
YEA4,YEL004W,11,t48,-0.288376312,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
YNG2,YHR090C,11,t48,-0.241697232,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
ZUO1,YGR285C,11,t48,-0.008043375,infeasible,250519_n1_lib.a1_LYS2_ARG4_011_t48.xls
ADE2,YOR128C,12,t48,0.849370701,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
"ADE5,7",YGL234W,12,t48,0.856051467,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ADE6,YGR061C,12,t48,0.818040546,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ADE8,YDR408C,12,t48,0.296964635,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ADO1,YJR105W,12,t48,-0.276271385,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ANP1,YEL036C,12,t48,-0.686652773,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
APT1,YML022W,12,t48,-0.526710739,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ARG1,YOL058W,12,t48,0.842066346,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ARG3,YJL088W,12,t48,0.834408765,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
"ARG5,6",YER069W,12,t48,0.86039481,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ARG8,YOL140W,12,t48,0.735257894,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ARO1,YDR127W,12,t48,0.86037452,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ARO7,YPR060C,12,t48,0.824103084,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
BAS1,YKR099W,12,t48,0.568396792,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
CDC40,YDR364C,12,t48,-1.022381155,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
CHO2,YGR157W,12,t48,-1.413398926,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
CNM67,YNL225C,12,t48,-0.868369493,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
DOC1,YGL240W,12,t48,-0.613714687,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ECM29,YHL030W,12,t48,0.67750045,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ERG4,YGL012W,12,t48,0.871170922,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
FCY22,YER060W-A,12,t48,-0.135930808,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
FUN12,YAL035W,12,t48,0.41690692,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
GGC1,YDL198C,12,t48,0.180961403,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
HIS1,YER055C,12,t48,0.850902949,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
HIS2,YFR025C,12,t48,0.84078155,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
HIS4,ORF-ts1,12,t48,-0.368554747,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
HIS6,YIL020C,12,t48,0.00955178,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
HMF1,YER057C,12,t48,-0.657194984,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
IBA57,YJR122W,12,t48,0.748966002,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ILV1,YER086W,12,t48,0.821873138,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
IRC10,YOL015W,12,t48,0.871533506,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ISA1,YLL027W,12,t48,0.841854551,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
LYS1,YIR034C,12,t48,0.820389995,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
LYS4,YDR234W,12,t48,0.843627276,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
LYS5,YGL154C,12,t48,-0.570329837,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
LYS9,YNR050C,12,t48,-0.298423696,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET1,YKR069W,12,t48,0.830209599,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET10,YFR030W,12,t48,0.814023959,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET13,YGL125W,12,t48,0.502302365,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET14,YKL001C,12,t48,0.857354151,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET18,YIL128W,12,t48,-2.301012205,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET28,YIR017C,12,t48,-2.581971349,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET3,YJR010W,12,t48,-0.310845407,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET5,ORF-ts2,12,t48,-0.498004678,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MET7,YOR241W,12,t48,0.840472479,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
MHF2,YDL160C-A,12,t48,0.850712629,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
OPI3,YJR073C,12,t48,-0.832106429,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
"ORF , Dubious (2)",YDR008C,12,t48,0.368135573,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
"ORF , Uncharacterized (1)",YBR209W,12,t48,0.718343115,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
"ORF , Uncharacterized (2)",YHL005C,12,t48,0.85214874,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ORT1,YOR130C,12,t48,-0.568773885,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
PEX35,YGR168C,12,t48,0.19179899,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
PHA2,YNL316C,12,t48,-0.166396585,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
POS5,YPL188W,12,t48,0.632155442,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
PRP18,YGR006W,12,t48,-0.813357465,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
RPL31A,YDL075W,12,t48,-2.264172392,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
RPS24B,YIL069C,12,t48,0.844845741,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
RSC2,YLR357W,12,t48,0.854789954,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
SSQ1,YLR369W,12,t48,-1.244158312,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
SWI3,YJL176C,12,t48,0.064379997,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
TRP2,YER090W,12,t48,0.41016826,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
TRP3,YKL211C,12,t48,0.857310832,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
TRP4,YDR354W,12,t48,0.839702179,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
TRP5,YGL026C,12,t48,0.824562328,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
URA1,YKL216W,12,t48,0.326600745,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
URA4,YLR420W,12,t48,0.64832665,excellent,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA1,YDL185W,12,t48,-0.784708011,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA16,YHR026W,12,t48,-2.206297272,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA2,YBR127C,12,t48,-0.592410885,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA5,YKL080W,12,t48,-0.369346871,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA6,YLR447C,12,t48,-0.569410259,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA7,YGR020C,12,t48,-0.508516343,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA8,YEL051W,12,t48,-1.150747023,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VMA9,YCL005W-A,12,t48,-2.081126729,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VPH2,YKL119C,12,t48,-1.043322584,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
VPS65,YLR322W,12,t48,-0.184957295,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
YEA4,YEL004W,12,t48,-0.109882885,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
YNG2,YHR090C,12,t48,0.0512147,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ZUO1,YGR285C,12,t48,0.367856242,marginal,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ZWF1,YNL241C,12,t48,-0.276484291,infeasible,250519_n1_lib.a1_HIS4_MET5_012_t48.xls
ADE2,YOR128C,13,t48,0.831075423,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
"ADE5,7",YGL234W,13,t48,0.852498863,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ADE6,YGR061C,13,t48,0.83903786,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ADE8,YDR408C,13,t48,0.264437943,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ADO1,YJR105W,13,t48,-0.338496013,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ANP1,YEL036C,13,t48,-0.079551495,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
APT1,YML022W,13,t48,0.836638337,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARG1,YOL058W,13,t48,0.841617684,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARG3,YJL088W,13,t48,0.829490373,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARG4,YHR018C,13,t48,-0.069552752,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
"ARG5,6",YER069W,13,t48,0.843190387,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARG8,YOL140W,13,t48,0.344135728,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARO1,YDR127W,13,t48,0.846710034,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ARO7,ORF-ts2,13,t48,-0.462980425,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
BAS1,YKR099W,13,t48,0.206586674,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
CCS1,YMR038C,13,t48,-1.699284064,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
CDC40,YDR364C,13,t48,-1.546143563,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
CHO2,YGR157W,13,t48,-0.894168192,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
CNM67,YNL225C,13,t48,-0.267984684,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ECM29,YHL030W,13,t48,0.687288356,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ERG4,YGL012W,13,t48,0.837618788,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
GGC1,YDL198C,13,t48,0.03421747,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
HIS1,YER055C,13,t48,0.835139133,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
HIS2,YFR025C,13,t48,0.778313518,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
HIS4,YCL030C,13,t48,0.813679345,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
HIS6,YIL020C,13,t48,0.805364056,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
HMF1,YER057C,13,t48,0.825637832,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
IBA57,YJR122W,13,t48,-0.651250464,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ILV1,YER086W,13,t48,0.653676273,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
IRC10,YOL015W,13,t48,0.829722727,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ISA1,YLL027W,13,t48,0.860096421,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LAG1,YHL003C,13,t48,-0.028166292,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LYS1,YIR034C,13,t48,0.806043591,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LYS2,YBR115C,13,t48,0.613155625,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LYS4,YDR234W,13,t48,0.817669032,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LYS5,YGL154C,13,t48,0.842917217,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
LYS9,ORF-ts1,13,t48,-0.406253849,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MET1,YKR069W,13,t48,-0.034782037,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MET10,YFR030W,13,t48,0.133648958,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MET14,YKL001C,13,t48,0.797832973,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MET18,YIL128W,13,t48,-1.265284551,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MET28,YIR017C,13,t48,-16.47598903,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
MHF2,YDL160C-A,13,t48,0.607348497,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
OPI3,YJR073C,13,t48,-0.595993262,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
"ORF , Uncharacterized (1)",YBR209W,13,t48,0.753907243,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
"ORF , Uncharacterized (2)",YHL005C,13,t48,0.710056672,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
POS5,YPL188W,13,t48,0.155545015,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
PRO2,YOR323C,13,t48,-0.719023324,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
RPL27A,YHR010W,13,t48,-4.914659155,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
RPL31A,YDL075W,13,t48,-0.942373432,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
RPS24B,YIL069C,13,t48,0.750879145,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
RSC2,YLR357W,13,t48,0.835106568,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
SWI3,YJL176C,13,t48,-0.017778828,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
TRP3,YKL211C,13,t48,0.705627833,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
TRP4,YDR354W,13,t48,0.7629845,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
TRP5,YGL026C,13,t48,0.266872452,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
URA1,YKL216W,13,t48,0.412286993,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
URA4,YLR420W,13,t48,0.771592966,excellent,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA1,YDL185W,13,t48,-0.576048784,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA16,YHR026W,13,t48,-0.355754236,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA2,YBR127C,13,t48,-0.223139237,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA5,YKL080W,13,t48,-0.403448621,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA6,YLR447C,13,t48,-0.354289743,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA7,YGR020C,13,t48,-0.649255844,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA8,YEL051W,13,t48,-1.673314724,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VMA9,YCL005W-A,13,t48,-0.701134135,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VPH2,YKL119C,13,t48,-0.789995882,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
VPS65,YLR322W,13,t48,0.32757768,marginal,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
YEA4,YEL004W,13,t48,-0.680094669,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ZUO1,YGR285C,13,t48,-0.798114925,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ZWF1,YNL241C,13,t48,-0.510795727,infeasible,280519_n1_lib.a1_LYS9_ARO7_013_t48.xls
ADE1,YAR015W,14,t48,0.79727271,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ADE2,YOR128C,14,t48,0.840296784,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
"ADE5,7",YGL234W,14,t48,0.865105071,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ADE6,YGR061C,14,t48,0.858609315,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ADE8,YDR408C,14,t48,0.841307149,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ADO1,YJR105W,14,t48,-0.386112777,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ANP1,YEL036C,14,t48,-0.131836452,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
APL2,YKL135C,14,t48,0.253818234,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
APT1,YML022W,14,t48,-0.510830681,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARG1,YOL058W,14,t48,0.859842798,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARG2,ORF-ts2,14,t48,0.05389802,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARG3,YJL088W,14,t48,0.868348497,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARG4,YHR018C,14,t48,0.764165354,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
"ARG5,6",YER069W,14,t48,0.814947555,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARG8,YOL140W,14,t48,0.796231752,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARO1,YDR127W,14,t48,0.842062797,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARO2,ORF-ts1,14,t48,0.52698431,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ARO7,YPR060C,14,t48,0.677861242,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
BAS1,YKR099W,14,t48,-0.103160317,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
BUD16,YEL029C,14,t48,0.803930845,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
CCS1,YMR038C,14,t48,0.682371004,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
CDC40,YDR364C,14,t48,-0.554276898,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
CHO2,YGR157W,14,t48,0.191900445,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
CNM67,YNL225C,14,t48,-0.579235897,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
DOC1,YGL240W,14,t48,-0.361873063,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ECM29,YHL030W,14,t48,0.788046795,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ERG4,YGL012W,14,t48,0.86783326,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
FCY22,YER060W-A,14,t48,0.764816603,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
FUN12,YAL035W,14,t48,0.435289539,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
GGC1,YDL198C,14,t48,0.160015898,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
HIS1,YER055C,14,t48,-0.020325485,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
HIS2,YFR025C,14,t48,0.854017128,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
HIS4,YCL030C,14,t48,0.86167772,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
HIS6,YIL020C,14,t48,0.170658432,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
HMF1,YER057C,14,t48,0.869524066,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
IBA57,YJR122W,14,t48,0.804083436,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ILV1,YER086W,14,t48,0.768772228,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
IRC10,YOL015W,14,t48,0.831628312,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ISA1,YLL027W,14,t48,0.827887684,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LAG1,YHL003C,14,t48,0.863861282,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LYS1,YIR034C,14,t48,0.818072602,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
