condition,ORF,batch,timepoint,zfact,zgrade,file.name
LYS12,YIL094C,14,t48,0.834152643,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LYS2,YBR115C,14,t48,0.574795847,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LYS4,YDR234W,14,t48,0.85473199,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LYS5,YGL154C,14,t48,0.855570625,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
LYS9,YNR050C,14,t48,0.840907655,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET1,YKR069W,14,t48,0.778511316,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET10,YFR030W,14,t48,-0.598767071,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET13,YGL125W,14,t48,0.86185077,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET14,YKL001C,14,t48,0.752031555,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET18,YIL128W,14,t48,-0.532264332,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET28,YIR017C,14,t48,-4.475813107,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET3,YJR010W,14,t48,0.852998943,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET5,YJR137C,14,t48,0.634657599,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MET7,YOR241W,14,t48,0.849255801,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
MHF2,YDL160C-A,14,t48,0.816036859,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
OPI3,YJR073C,14,t48,-0.811022692,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
"ORF , Dubious (2)",YDR008C,14,t48,0.844734764,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
"ORF , Uncharacterized (1)",YBR209W,14,t48,0.84727157,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
"ORF , Uncharacterized (2)",YHL005C,14,t48,0.846885504,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ORT1,YOR130C,14,t48,0.821850265,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
PEX35,YGR168C,14,t48,0.848275941,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
PHA2,YNL316C,14,t48,0.579350141,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
PRO2,YOR323C,14,t48,0.681774841,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
RPL27A,YHR010W,14,t48,0.810273175,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
RPL31A,YDL075W,14,t48,-4.898749781,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
RPS24B,YIL069C,14,t48,0.672340427,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
RSC2,YLR357W,14,t48,0.852252231,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
SSQ1,YLR369W,14,t48,-0.422443017,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
SWI3,YJL176C,14,t48,0.307676888,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
TRP2,YER090W,14,t48,0.868751008,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
TRP3,YKL211C,14,t48,0.829287136,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
TRP4,YDR354W,14,t48,0.849991533,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
TRP5,YGL026C,14,t48,0.83921065,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
URA1,YKL216W,14,t48,0.72350433,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
URA4,YLR420W,14,t48,0.855914498,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA1,YDL185W,14,t48,-0.44563587,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA16,YHR026W,14,t48,-0.229491263,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA2,YBR127C,14,t48,0.184285979,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA5,YKL080W,14,t48,-0.326287738,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA6,YLR447C,14,t48,-0.562223817,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA7,YGR020C,14,t48,-0.237507631,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA8,YEL051W,14,t48,-1.25766476,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VMA9,YCL005W-A,14,t48,-0.398890556,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VPH2,YKL119C,14,t48,-0.321782679,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
VPS65,YLR322W,14,t48,0.152925631,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
YEA4,YEL004W,14,t48,0.823306472,excellent,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
YNG2,YHR090C,14,t48,-0.071730076,infeasible,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
ZUO1,YGR285C,14,t48,0.271776865,marginal,280519_n1_lib.a1_ARO2_ARG2_014_t48.xls
